example_id,summary,base_cluster_id,cluster_name,category
024fc5a9-dc22-496b-9469-efa2d0a9fea8,deployment configuration help with LangGraph Platform for adding a second deployment to enable parallel development while maintaining production environment,24,Configure LangGraph Platform deployment infrastructure and advanced BYOC settings,LangGraph Platform/Studio
0274d891-ff70-4302-afd0-b7bca8d66985,debugging help with LangGraph Platform self-hosted deployment for license verification configuration issues,30,Debug LangGraph Platform production deployment infrastructure failures,LangGraph Platform/Studio
0340bbc1-0e47-4ea2-8df2-90851b8e64e6,authentication/access help with LangGraph Platform API for frontend JavaScript implementation - experiencing missing authentication headers on API calls and seeking guidance on secure client-side authentication patterns,29,Resolve LangGraph Platform authentication and access control issues,LangGraph Platform/Studio
04934d95-6cd9-44f7-9828-c6a0a08775e4,"deployment help with LangGraph Platform for repository visibility issues - unable to see GitHub repository in dropdown menu for new deployments, only seeing repos with active production deployments",31,Resolve LangGraph Platform deployment setup and build configuration failures,LangGraph Platform/Studio
04d52328-9dc4-4b83-915d-57c01255a53c,User received notification about deployment migration issue with LangGraph Platform deployment running on legacy infrastructure that failed auto-migration and requires manual intervention to create new revision before deadline to avoid project deletion,27,Resolve LangGraph Platform legacy infrastructure migration and storage capacity issues,LangGraph Platform/Studio
055c1b8d-6a48-40b2-9282-cb7d941ad99b,API usage help with LangGraph Platform for JavaScript implementation - specifically how to resume an existing thread run after an interrupt using the HTTP API rather than creating a new run,32,Configure LangGraph Platform advanced features and production integrations,LangGraph Platform/Studio
06f465e2-f543-4da3-81a3-41343739a0c5,authentication/access help with LangGraph Platform for API key rotation and security management during production deployment preparation,29,Resolve LangGraph Platform authentication and access control issues,LangGraph Platform/Studio
0745281f-a4b3-4eb7-a050-9ba934342c4e,debugging help with LangGraph Platform for Python implementation experiencing CancelledError with UserRollback when creating parallel runs with multitask strategy rollback on LangGraph Cloud hosted agent,32,Configure LangGraph Platform advanced features and production integrations,LangGraph Platform/Studio
084810fe-d693-4e12-a9f5-b2a04c9eb104,"authentication/configuration help with LangGraph Platform Open Agent server for JavaScript implementation - experiencing API key errors when accessing MCP tools, specifically Arcade tools that changed from public to private endpoints",29,Resolve LangGraph Platform authentication and access control issues,LangGraph Platform/Studio
08a20865-f261-4e71-b402-db5fbd19bb64,quota increase help with LangGraph Platform for deployment configuration to support proof-of-concept projects,33,Request LangGraph Platform deployment quota limit increases,LangGraph Platform/Studio
08ff26a8-29c6-409f-aaaf-2a0cef3bd6a8,"authentication/access help with LangGraph Platform cron jobs feature for local development testing, specifically asking if startup program provides access to Plus tier features",29,Resolve LangGraph Platform authentication and access control issues,LangGraph Platform/Studio
0a4ce1f6-f643-4f6f-8be4-dd866dd5b138,deployment troubleshooting help with LangGraph Platform for DNS outage affecting deployment logs and documentation access,30,Debug LangGraph Platform production deployment infrastructure failures,LangGraph Platform/Studio
0b2699ee-f97a-48ce-aaf6-ea70a311c5c2,deployment troubleshooting help with LangGraph Platform for mobile app AI chatbot that stopped working due to DNS wildcard record conflicts preventing deployment of recent revisions and causing high latency,30,Debug LangGraph Platform production deployment infrastructure failures,LangGraph Platform/Studio
0baf8b27-a362-4ee3-a042-ac769be47a16,debugging help with LangGraph Studio for local deployment - no output displaying on localhost despite working results visible in LangSmith cloud platform,26,Debug LangGraph Studio and Platform general functionality issues,LangGraph Platform/Studio
0bee87b6-740a-43f0-8289-d74a2ac1d86a,debugging help with LangGraph Platform API for scale testing implementation experiencing 409 status errors during concurrent thread runs,26,Debug LangGraph Studio and Platform general functionality issues,LangGraph Platform/Studio
0c153728-e052-4b72-8058-0c1cdb27aec6,User received notification about deployment migration issue with LangGraph Platform deployment running on legacy infrastructure requiring manual intervention to create new revision before deadline to avoid permanent project deletion,27,Resolve LangGraph Platform legacy infrastructure migration and storage capacity issues,LangGraph Platform/Studio
0c6f42d9-93ca-42af-b788-f054fc367db0,"configuration and deployment help with LangGraph Platform for self-hosted Docker implementation regarding thread execution control, state management, cancellation mechanisms, and multi-container scalability with database persistence",24,Configure LangGraph Platform deployment infrastructure and advanced BYOC settings,LangGraph Platform/Studio
0c9f7d3b-116e-4cb5-9785-544dd9fea0f9,quota increase help with LangGraph Platform for additional deployment configurations,33,Request LangGraph Platform deployment quota limit increases,LangGraph Platform/Studio
0cc7e3ba-98f5-4e0f-84bb-50af4c61502d,quota increase help with LangGraph Platform for deployment limit expansion from 1 to 2 deployments,33,Request LangGraph Platform deployment quota limit increases,LangGraph Platform/Studio
0cd8dfb1-add8-4a7d-ba43-db081e8fcc1b,"debugging help with LangGraph Platform for trace viewing functionality - encountered JavaScript error ""Cannot read properties of undefined (reading 'at')"" when trying to open traces of root runs from a LangGraph project",26,Debug LangGraph Studio and Platform general functionality issues,LangGraph Platform/Studio
0db7cdb6-3171-4e2f-b08a-c1444e041f66,debugging help with LangGraph Platform for agent runs failing with RetryPolicy-related checkpointer errors and stuck runs consuming credits,30,Debug LangGraph Platform production deployment infrastructure failures,LangGraph Platform/Studio
0e4fe689-b42f-4da7-934c-ef5a5bedb2fd,User received notification about disk utilization exceeding 85% for LangGraph Platform deployment requiring data management configuration,27,Resolve LangGraph Platform legacy infrastructure migration and storage capacity issues,LangGraph Platform/Studio
0e85a21a-6748-4bd0-81d9-ced15ecda8ea,debugging help with LangGraph Platform for Python implementation experiencing version compatibility issues with langgraph-api causing build and runtime errors with authentication failures,26,Debug LangGraph Studio and Platform general functionality issues,LangGraph Platform/Studio
0ec2d2fc-c2ef-4c73-9939-ceafb66603e9,account management help with LangGraph Platform for additional deployment allocation to support separate development and production environments,25,Manage LangGraph Platform account deployment quota increases,LangGraph Platform/Studio
0f28ffdd-ec4c-4fc5-999c-0e8e5be03965,"best practices help with LangGraph Platform for TypeScript implementation regarding dynamic graph modification at runtime, specifically for enabling customers to modify agent workflow rules through UI serialization/deserialization instead of hardcoded graph registration",32,Configure LangGraph Platform advanced features and production integrations,LangGraph Platform/Studio
0f2e01f0-22a8-46f4-8401-a217071f75e1,deployment troubleshooting help with LangGraph Platform for cloud deployment experiencing timeout errors and ASGI application exceptions during revision deployment,30,Debug LangGraph Platform production deployment infrastructure failures,LangGraph Platform/Studio
0fe11a6f-27e3-46e8-a850-2ea76d9e8005,debugging help with LangGraph Studio for browser navigation errors and macOS authentication issues - resolved by clearing cache folder after calling deleted graph,26,Debug LangGraph Studio and Platform general functionality issues,LangGraph Platform/Studio
0feb4e34-a7d6-4a60-bb56-7862efb2437b,debugging help with LangGraph Platform for interrupt handling in generative UI implementation where interrupts disappear after responding and messages aren't being processed correctly in deployed environment despite working locally,26,Debug LangGraph Studio and Platform general functionality issues,LangGraph Platform/Studio
10bed62c-4537-403f-b49e-2689de75917f,quota increase and deployment troubleshooting help with LangGraph Platform for GitHub integration and deployment configuration,33,Request LangGraph Platform deployment quota limit increases,LangGraph Platform/Studio
10d54148-3bcd-451f-b0fb-30aa142e2587,"debugging help with LangGraph Platform for app build issues related to greenlet package dependency conflicts, which was resolved by updating the langgraph CLI",26,Debug LangGraph Studio and Platform general functionality issues,LangGraph Platform/Studio
10e048da-0f0e-4f49-9b37-634f592d52e6,feature request help with LangGraph Platform API for custom HTTP error code management implementation,32,Configure LangGraph Platform advanced features and production integrations,LangGraph Platform/Studio
